Shipment_ID,Latest_Delivery_Date,Delivery_Status
S00605,"2024-03-31 13:12:50","In Transit"
S00606,"2024-05-04 22:29:39","In Transit"
S00607,"2024-11-22 19:48:49",Delivered
S00608,"2024-04-23 18:02:03",Delivered
S00609,"2024-09-22 22:52:21",Delivered
S00610,"2024-12-30 13:33:52",Delivered
S00611,"2024-05-06 08:44:09",Delivered
S00612,"2025-06-01 11:58:30",Delivered
S00613,"2024-08-24 02:09:56",Delivered
S00614,"2025-09-14 06:36:27",Delivered
S00615,"2025-05-27 08:03:54",Delivered
S00616,"2025-01-17 12:18:52",Delivered
S00617,"2024-04-24 14:55:58",Returned
S00618,"2025-06-24 19:46:46",Delivered
S00619,"2024-04-10 17:55:09",Delivered
S00620,"2025-05-19 05:10:01",Delivered
S00621,"2024-05-04 18:44:28",Delivered
S00622,"2024-03-16 22:18:22",Delivered
S00623,"2024-06-08 23:02:43",Delivered
S00624,"2024-05-13 17:02:03",Delivered
S00625,"2024-04-26 23:11:45",Delivered
S00626,"2025-02-04 10:25:56",Delivered
S00627,"2025-04-11 14:54:13",Delivered
S00628,"2024-06-17 01:08:18","In Transit"
S00629,"2024-07-07 06:44:33",Delivered
S00630,"2024-01-16 01:15:21","In Transit"
S00631,"2024-03-24 15:26:42",Delivered
S00632,"2024-12-02 23:40:47",Delivered
S00633,"2024-10-04 20:36:19",Delivered
S00634,"2024-12-11 10:17:09",Delivered
S00635,"2025-04-04 21:43:56",Delivered
S00636,"2025-02-22 08:18:54",Delivered
S00637,"2025-05-29 05:44:59",Delivered
S00638,"2024-05-26 11:01:50",Delivered
S00639,"2025-08-30 16:02:38",Delivered
S00640,"2024-07-06 05:21:43","In Transit"
S00641,"2024-11-28 03:49:30",Delivered
S00642,"2024-03-18 08:15:20",Delivered
S00643,"2025-08-01 21:44:32",Delivered
S00644,"2024-06-08 03:32:19",Delivered
S00645,"2025-01-26 02:00:05",Delivered
S00646,"2024-08-30 20:39:48",Delivered
S00647,"2025-03-16 09:27:51",Delivered
S00648,"2024-05-22 17:22:55",Delivered
S00649,"2024-05-08 21:49:41",Delivered
S00650,"2024-04-17 12:26:11",Delivered
S00651,"2025-04-22 20:41:19",Delivered
S00652,"2024-04-10 01:50:52",Delivered
S00653,"2024-04-18 15:22:49",Delivered
S00654,"2025-08-10 01:37:04",Delivered
S00655,"2025-04-15 19:41:45",Delivered
S00656,"2025-07-01 19:54:25",Delivered
S00657,"2024-10-04 17:55:58",Delivered
S00658,"2024-05-03 08:34:04",Delivered
S00659,"2025-03-17 15:19:46",Delivered
S00660,"2024-05-13 13:58:48",Delivered
S00661,"2024-03-07 10:22:52",Returned
S00662,"2024-12-02 18:22:58",Delivered
S00663,"2024-04-20 13:02:18",Delivered
S00664,"2025-07-02 23:51:51","In Transit"
S00665,"2024-08-18 15:32:54","In Transit"
S00666,"2024-10-13 08:03:26",Delivered
S00667,"2024-06-10 23:55:49",Delivered
S00668,"2024-09-21 19:11:47",Delivered
S00669,"2025-08-03 01:27:32",Delivered
S00670,"2025-07-15 14:44:20","In Transit"
S00671,"2025-01-20 13:55:03",Delivered
S00672,"2025-03-18 17:46:20","In Transit"
S00673,"2025-09-03 11:55:34",Delivered
S00674,"2025-06-28 20:50:23",Delivered
S00675,"2024-05-06 15:59:25",Delivered
S00676,"2024-08-13 03:47:52",Delivered
S00677,"2024-09-17 13:33:38",Delivered
S00678,"2024-08-15 02:32:44",Delivered
S00679,"2024-09-23 04:43:12",Delivered
S00680,"2024-11-22 10:53:45",Delivered
S00681,"2025-10-02 11:32:22",Delivered
S00682,"2025-05-17 12:52:08",Delivered
S00683,"2024-08-31 07:29:43",Delivered
S00684,"2025-01-17 01:05:49",Returned
S00685,"2024-12-01 01:34:10","In Transit"
S00686,"2024-10-18 11:59:04",Delivered
S00687,"2025-09-03 02:05:05",Delivered
S00688,"2024-07-20 17:49:23",Delivered
S00689,"2024-10-12 11:52:30",Delivered
S00690,"2024-08-15 15:56:23",Delivered
S00691,"2024-12-08 06:34:25",Delivered
S00692,"2024-04-05 16:53:20",Delivered
S00693,"2025-10-06 11:16:04",Delivered
S00694,"2024-04-15 21:49:23",Delivered
S00695,"2024-12-19 13:34:19",Delivered
S00696,"2025-04-03 03:37:33",Delivered
S00697,"2024-11-14 00:50:22",Delivered
S00698,"2025-09-28 11:48:32",Delivered
S00699,"2024-05-03 18:38:42",Delivered
S00700,"2025-04-04 17:39:18",Delivered
S00701,"2024-10-24 10:37:14","In Transit"
S00702,"2024-07-23 11:24:19",Delivered
S00703,"2024-01-15 11:31:32",Delivered
S00704,"2024-04-24 07:16:26",Delivered
S00705,"2025-07-07 15:59:09",Delivered
S00706,"2024-08-29 10:24:10",Delivered
S00707,"2024-03-24 19:20:54",Delivered
S00708,"2024-01-13 13:06:22",Delivered
S00709,"2024-10-26 10:11:13",Delivered
S00710,"2025-07-04 00:33:31",Delivered
S00711,"2024-02-03 03:47:17",Delivered
S00712,"2024-05-22 01:28:05",Delivered
S00713,"2024-04-03 13:46:36",Delivered
S00714,"2025-02-25 14:17:28","In Transit"
S00715,"2024-11-30 11:06:06",Delivered
S00716,"2024-07-26 02:17:28",Delivered
S00717,"2024-07-26 00:25:58",Delivered
S00718,"2024-03-05 22:10:58",Delivered
S00719,"2024-04-28 13:28:08",Delivered
S00720,"2024-04-25 08:08:17",Delivered
S00721,"2025-01-04 11:05:10",Delivered
S00722,"2025-04-27 10:04:11",Delivered
S00723,"2025-03-03 15:19:32",Delivered
S00724,"2025-06-28 01:59:23",Delivered
S00725,"2024-09-08 11:26:48",Delivered
S00726,"2024-05-16 19:41:48",Delivered
S00727,"2024-12-24 03:40:15",Delivered
S00728,"2025-08-12 18:14:52",Delivered
S00729,"2024-05-15 14:01:46",Delivered
S00730,"2024-10-31 02:23:13",Delivered
S00731,"2024-11-04 20:09:09",Delivered
S00732,"2024-09-03 10:59:47",Delivered
S00733,"2025-04-07 10:29:05",Delivered
S00734,"2024-05-03 15:58:43",Delivered
S00735,"2024-10-14 09:23:09",Delivered
S00736,"2025-05-19 13:26:15",Delivered
S00737,"2024-11-20 04:25:14",Delivered
S00738,"2025-03-16 16:35:28",Delivered
S00739,"2025-01-15 17:45:30",Delivered
S00740,"2024-08-13 20:15:55",Delivered
S00741,"2025-03-10 11:56:14",Delivered
S00742,"2024-08-30 13:34:42",Delivered
S00743,"2025-02-24 13:20:45",Delivered
S00744,"2025-07-07 01:54:40",Delivered
S00745,"2024-08-15 08:36:22",Delivered
S00746,"2024-02-26 03:43:09",Delivered
S00747,"2024-04-17 07:56:48",Delivered
S00748,"2024-08-14 20:33:42","In Transit"
S00749,"2024-03-16 16:03:36","In Transit"
S00750,"2025-05-06 12:03:04",Delivered
S00751,"2025-04-26 00:36:10","In Transit"
S00752,"2024-02-02 15:59:53",Delivered
S00753,"2024-04-19 18:33:16",Delivered
S00754,"2024-12-11 01:52:19",Delivered
S00755,"2024-06-15 07:32:10",Delivered
S00756,"2024-07-24 21:10:37",Delivered
S00757,"2025-05-05 14:47:52",Delivered
S00758,"2024-12-18 13:38:52",Delivered
S00759,"2025-09-17 14:24:03",Delivered
S00760,"2025-05-14 16:35:38",Delivered
S00761,"2025-07-12 02:21:35",Delivered
S00762,"2025-02-24 04:55:28",Delivered
S00763,"2025-01-07 20:01:15",Delivered
S00764,"2024-06-07 23:59:18",Delivered
S00765,"2025-03-09 14:31:03",Delivered
S00766,"2024-05-01 06:12:46",Delivered
S00767,"2025-08-05 06:49:35",Delivered
S00768,"2024-03-05 04:29:10",Delivered
S00769,"2024-10-14 05:30:55",Delivered
S00770,"2025-08-11 01:44:16",Delivered
S00771,"2025-01-29 05:27:52",Delivered
S00772,"2024-05-05 16:05:13",Returned
S00773,"2024-04-14 10:38:46",Delivered
S00774,"2025-07-14 03:42:40",Delivered
S00775,"2024-08-29 23:27:38",Delivered
S00776,"2025-04-22 11:04:27",Delivered
S00777,"2024-10-13 05:00:24",Delivered
S00778,"2025-03-07 01:59:28",Delivered
S00779,"2025-06-23 00:04:19",Returned
S00780,"2024-07-02 18:57:51",Delivered
S00781,"2025-08-16 12:34:13",Delivered
S00782,"2025-08-01 03:53:00",Delivered
S00783,"2024-02-19 23:40:32",Delivered
S00784,"2024-10-02 13:58:30",Delivered
S00785,"2025-07-08 07:26:00",Delivered
S00786,"2024-03-09 02:00:59",Delivered
S00787,"2024-07-25 07:32:47",Delivered
S00788,"2025-04-02 19:48:44",Returned
S00789,"2024-12-06 11:40:53","In Transit"
S00790,"2024-04-04 11:12:03","In Transit"
S00791,"2024-12-13 03:03:14",Delivered
S00792,"2024-11-26 23:07:01",Delivered
S00793,"2025-08-14 23:15:11",Delivered
S00794,"2024-10-26 17:44:34",Delivered
S00795,"2024-02-05 07:04:05",Delivered
S00796,"2025-01-14 00:56:37",Delivered
S00797,"2024-11-22 02:38:00",Delivered
S00798,"2024-03-05 07:46:43",Delivered
S00799,"2024-10-11 11:12:59",Delivered
S00800,"2024-02-12 00:20:29",Delivered
S00801,"2025-04-18 14:06:08",Delivered
S00802,"2024-06-27 18:21:30",Delivered
S00803,"2024-01-14 22:07:42",Delivered
S00804,"2025-04-05 17:51:36",Delivered
S00805,"2024-12-08 00:33:53",Delivered
S00806,"2024-09-10 16:32:44",Delivered
S00807,"2025-05-04 01:04:44",Delivered
S00808,"2025-05-16 16:41:06",Delivered
S00809,"2024-12-12 12:20:05",Delivered
S00810,"2025-08-25 12:45:33",Delivered
S00811,"2025-07-11 18:36:08",Returned
S00812,"2024-07-03 11:46:21",Delivered
S00813,"2024-05-22 11:23:38",Delivered
S00814,"2025-05-13 09:08:24",Delivered
S00815,"2024-12-30 03:59:14",Delivered
S00816,"2024-03-14 16:48:22",Delivered
S00817,"2024-03-07 09:02:55",Delivered
S00818,"2024-04-26 14:14:17","In Transit"
S00819,"2024-02-24 10:29:50",Delivered
S00820,"2024-08-10 13:50:15",Delivered
S00821,"2024-09-27 03:06:15",Delivered
S00822,"2024-04-17 23:43:46",Delivered
S00823,"2024-03-14 13:13:55",Delivered
S00824,"2025-07-07 06:35:38",Delivered
S00825,"2024-07-26 06:13:14",Delivered
S00826,"2024-11-13 01:43:30",Delivered
S00827,"2025-08-16 05:26:10",Delivered
S00828,"2024-12-25 21:40:08",Delivered
S00829,"2024-11-23 01:57:03",Delivered
S00830,"2025-10-02 17:04:17",Delivered
S00831,"2024-02-01 05:40:48",Delivered
S00832,"2024-07-24 21:38:56",Delivered
S00833,"2024-04-22 19:42:40",Delivered
S00834,"2024-09-10 07:16:40",Delivered
S00835,"2025-03-19 10:56:58",Delivered
S00836,"2025-01-03 07:32:35",Delivered
S00837,"2025-07-28 04:39:21",Delivered
S00838,"2025-04-11 23:51:35",Delivered
S00839,"2025-01-23 02:13:10",Delivered
S00840,"2024-10-02 02:23:14",Delivered
S00841,"2024-03-16 11:12:49","In Transit"
S00842,"2024-05-05 17:51:09",Delivered
S00843,"2024-09-25 11:09:38",Delivered
S00844,"2024-12-09 08:45:27",Delivered
S00845,"2025-02-25 19:11:13","In Transit"
S00846,"2024-11-21 16:01:14",Delivered
S00847,"2025-03-25 01:16:31",Delivered
S00848,"2024-02-15 12:46:15",Delivered
S00849,"2025-06-30 00:37:28",Delivered
S00850,"2024-10-13 00:56:22",Delivered
S00851,"2024-06-03 02:31:31",Delivered
S00852,"2025-01-18 10:11:39",Delivered
S00853,"2025-06-27 23:55:54",Delivered
S00854,"2025-09-05 08:30:51",Delivered
S00855,"2025-07-07 20:16:06",Delivered
S00856,"2024-01-26 13:58:47",Delivered
S00857,"2025-07-05 18:35:40","In Transit"
S00858,"2024-04-10 17:14:13",Delivered
S00859,"2025-04-18 16:51:26",Delivered
S00860,"2024-04-20 16:53:07",Delivered
S00861,"2024-09-03 03:28:42",Delivered
S00862,"2024-01-24 06:43:35",Delivered
S00863,"2024-11-18 09:10:23",Delivered
S00864,"2025-03-28 03:04:55",Delivered
S00865,"2024-09-16 05:56:15",Delivered
S00866,"2025-05-10 20:43:03",Delivered
S00867,"2024-11-21 12:48:33",Delivered
S00868,"2024-06-10 19:53:29",Delivered
S00869,"2024-11-23 11:37:08",Delivered
S00870,"2024-08-13 07:40:14","In Transit"
S00871,"2024-04-12 05:39:02",Delivered
S00872,"2024-02-09 20:37:49",Delivered
S00873,"2024-03-31 16:28:25",Delivered
S00874,"2025-02-20 02:05:55","In Transit"
S00875,"2024-09-25 15:31:42","In Transit"
S00876,"2025-01-29 13:59:47",Delivered
S00877,"2024-08-09 14:47:19",Delivered
S00878,"2024-12-17 19:48:02","In Transit"
S00879,"2024-01-21 19:12:27",Delivered
S00880,"2024-02-03 19:25:33",Delivered
S00881,"2024-11-04 05:09:12","In Transit"
S00882,"2024-10-14 11:13:03",Delivered
S00883,"2025-10-05 02:02:47",Delivered
S00884,"2024-03-03 16:14:19",Delivered
S00885,"2025-04-12 04:38:44",Delivered
S00886,"2024-10-16 13:06:37",Delivered
S00887,"2025-04-03 20:59:45",Delivered
S00888,"2024-08-08 15:06:27",Delivered
S00889,"2024-05-18 04:00:38",Delivered
S00890,"2025-03-12 13:00:53",Delivered
S00891,"2025-06-28 23:55:42",Delivered
S00892,"2024-07-16 01:42:41",Delivered
S00893,"2025-02-24 14:33:42",Delivered
S00894,"2025-07-10 11:44:43",Delivered
S00895,"2024-07-02 22:01:14",Delivered
S00896,"2024-06-09 21:24:05",Delivered
S00897,"2025-04-25 15:42:03","In Transit"
S00898,"2024-12-30 17:40:02",Delivered
S00899,"2025-01-06 21:35:30",Delivered
S00900,"2024-04-22 14:43:52",Delivered
S00901,"2024-07-27 07:01:59",Delivered
S00902,"2024-09-02 17:07:02","In Transit"
S00903,"2024-12-11 17:05:04",Delivered
S00904,"2025-08-23 11:00:54",Delivered
S00905,"2025-07-29 09:07:45",Delivered
S00906,"2025-06-07 05:34:05",Delivered
S00907,"2025-09-30 22:29:55",Delivered
S00908,"2025-03-09 12:48:44",Delivered
S00909,"2024-01-17 06:10:20",Delivered
S00910,"2025-09-17 10:46:44",Delivered
S00911,"2025-01-22 14:14:19",Delivered
S00912,"2024-11-18 10:02:31",Delivered
S00913,"2024-12-10 21:07:54",Delivered
S00914,"2024-04-05 00:27:17",Delivered
S00915,"2024-10-31 08:08:25",Delivered
S00916,"2025-04-11 12:27:58",Delivered
S00917,"2024-03-23 21:34:29",Delivered
S00918,"2024-10-01 09:34:41",Delivered
S00919,"2025-08-31 23:13:43",Delivered
S00920,"2024-05-04 14:59:36",Delivered
S00921,"2025-07-10 21:52:19",Delivered
S00922,"2025-09-07 13:02:05","In Transit"
S00923,"2024-11-30 12:37:51",Delivered
S00924,"2024-10-06 06:22:33",Delivered
S00925,"2025-03-31 01:54:14",Returned
S00926,"2024-07-27 05:25:46",Delivered
S00927,"2024-04-14 08:05:31",Delivered
S00928,"2025-01-15 18:32:26",Delivered
S00929,"2025-08-02 21:00:46",Delivered
S00930,"2025-05-05 15:24:37",Delivered
S00931,"2025-05-17 15:49:05",Delivered
S00932,"2024-10-07 19:03:58",Delivered
S00933,"2024-04-19 13:57:14",Delivered
S00934,"2025-01-27 04:29:14",Delivered
S00935,"2025-09-05 07:02:49",Delivered
S00936,"2025-05-24 15:59:18",Delivered
S00937,"2025-01-17 15:17:38",Delivered
S00938,"2025-07-14 16:26:57",Delivered
S00939,"2025-07-05 01:58:58",Delivered
S00940,"2025-04-16 00:37:25",Delivered
S00941,"2024-01-30 12:05:51",Delivered
S00942,"2024-01-31 19:22:33",Delivered
S00943,"2025-06-26 11:16:07",Delivered
S00944,"2024-11-07 09:32:51",Delivered
S00945,"2024-10-30 22:33:06",Delivered
S00946,"2025-09-27 07:46:42",Delivered
S00947,"2025-10-03 00:15:43",Delivered
S00948,"2025-05-16 03:26:23",Delivered
S00949,"2025-05-01 23:40:18","In Transit"
S00950,"2024-05-02 13:13:58",Delivered
S00951,"2024-10-27 09:47:32",Delivered
S00952,"2024-06-15 10:34:41",Delivered
S00953,"2024-01-08 03:32:35",Delivered
S00954,"2024-11-19 02:49:01",Delivered
S00955,"2025-02-20 11:15:05",Delivered
S00956,"2024-09-11 18:37:35",Delivered
S00957,"2025-08-26 02:30:56",Delivered
S00958,"2025-04-16 11:26:00",Delivered
S00959,"2024-02-01 20:25:46",Delivered
S00960,"2024-09-09 22:46:37",Delivered
S00961,"2025-08-07 15:34:58",Delivered
S00962,"2024-02-01 20:18:31",Delivered
S00963,"2024-02-17 00:11:50",Delivered
S00964,"2025-04-14 01:31:49",Delivered
S00965,"2025-03-23 23:03:38",Delivered
S00966,"2024-11-04 22:40:30",Delivered
S00967,"2024-10-10 00:24:44",Delivered
S00968,"2024-07-27 21:41:10",Delivered
S00969,"2024-10-18 09:12:45",Delivered
S00970,"2024-07-28 04:11:44",Delivered
S00971,"2025-06-06 21:57:36",Delivered
S00972,"2024-03-13 11:16:05",Delivered
S00973,"2025-03-18 06:02:05",Delivered
S00974,"2024-09-25 13:45:49",Delivered
S00975,"2024-05-03 17:47:00",Delivered
S00976,"2025-05-13 07:02:42",Delivered
S00977,"2024-05-17 12:59:14",Delivered
S00978,"2025-07-13 08:31:21",Delivered
S00979,"2024-03-04 02:31:06","In Transit"
S00980,"2024-11-02 18:43:17",Delivered
S00981,"2024-05-04 17:29:34",Delivered
S00982,"2024-02-18 17:54:22",Delivered
S00983,"2024-10-14 03:53:01",Delivered
S00984,"2025-08-11 07:20:11",Delivered
S00985,"2025-04-01 01:47:07",Delivered
S00986,"2025-08-27 02:31:07",Delivered
S00987,"2024-09-26 19:12:08",Delivered
S00988,"2024-04-11 19:59:57",Delivered
S00989,"2025-05-16 18:44:49",Delivered
S00990,"2024-10-23 14:23:46","In Transit"
S00991,"2025-07-06 01:40:48",Delivered
S00992,"2024-08-16 11:38:19",Delivered
S00993,"2024-05-18 18:09:07",Delivered
S00994,"2024-12-07 18:23:31",Delivered
S00995,"2024-12-26 08:19:39",Delivered
S00996,"2024-02-10 01:58:58","In Transit"
S00997,"2024-04-29 09:10:30",Delivered
S00998,"2025-10-06 00:40:27",Delivered
S00999,"2025-01-09 15:24:25",Delivered
S01000,"2024-09-07 03:43:51",Delivered
